Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/test,229668,0,7,7.87069329359647,2.3262500180862844,2937.554333009757,52.72020046327743,1247.012583966225,0.0,7,8,9,9,11,13,19,25,42,70,2900
,Aggregated,229668,0,7,7.87069329359647,2.3262500180862844,2937.554333009757,52.72020046327743,1247.012583966225,0.0,7,8,9,9,11,13,19,25,42,70,2900
